memory,r_deg,i_deg,score,n_coef,N
4,2,6,0.29326252213902493,40,9673
4,2,7,0.29273920788075486,45,9673
4,2,8,0.292415608983271,50,9673
4,2,9,0.2922036268446048,55,9673
4,2,10,0.29185436848726887,60,9673
4,2,11,0.29105366902899443,65,9673
4,2,12,0.29086036188605846,70,9673
4,2,13,0.2897444251734838,75,9673
4,2,14,0.28930321000246967,80,9673
4,2,15,0.2884910242261818,85,9673
4,3,1,0.5590879064932399,20,9673
4,3,2,0.3594520355068317,25,9673
4,3,3,0.3267439083651995,30,9673
4,3,4,0.258184898581446,35,9673
4,3,5,0.25105284133625694,40,9673
4,3,6,0.24936550304172048,45,9673
4,3,7,0.24846205197309382,50,9673
4,3,8,0.24811705166466927,55,9673
4,3,9,0.2478028163000804,60,9673
4,3,10,0.24726683680656059,65,9673
4,3,11,0.2464617520802194,70,9673
4,3,12,0.24634763772023174,75,9673
4,3,13,0.24534125952180996,80,9673
4,3,14,0.24496973885008957,85,9673
4,3,15,0.2443064379793245,90,9673
4,4,1,0.5230335711930492,25,9673
4,4,2,0.303131387795198,30,9673
4,4,3,0.2594257770708042,35,9673
4,4,4,0.1929722560953116,40,9673
4,4,5,0.18226997770624126,45,9673
4,4,6,0.17893139603524708,50,9673
4,4,7,0.17816274405436253,55,9673
4,4,8,0.1772986262090746,60,9673
4,4,9,0.17673565455562723,65,9673
4,4,10,0.17586521574121497,70,9673
4,4,11,0.17479599437354124,75,9673
4,4,12,0.1746663190434146,80,9673
4,4,13,0.1739421063105282,85,9673
4,4,14,0.1737332768882744,90,9673
4,4,15,0.17339990222966406,95,9673
4,5,1,0.5176095745315983,30,9673
4,5,2,0.2957074357080279,35,9673
4,5,3,0.2521090677153575,40,9673
4,5,4,0.18212982848778023,45,9673
4,5,5,0.16656049283134813,50,9673
4,5,6,0.1645274211398954,55,9673
4,5,7,0.163310821914831,60,9673
4,5,8,0.16286125826745684,65,9673
4,5,9,0.16236386531773886,70,9673
4,5,10,0.16179089905765695,75,9673
4,5,11,0.16090605516370138,80,9673
4,5,12,0.16070382914675754,85,9673
4,5,13,0.16002351975968745,90,9673
4,5,14,0.159935003096614,95,9673
4,5,15,0.15944035527015485,100,9673
4,6,1,0.5171307640026997,35,9673
4,6,2,0.2942527674577035,40,9673
4,6,3,0.2500582644182082,45,9673
4,6,4,0.17853032084818046,50,9673
4,6,5,0.16409406619076072,55,9673
4,6,6,0.16225574274098872,60,9673
4,6,7,0.16126784392522467,65,9673
4,6,8,0.16077073808752151,70,9673
4,6,9,0.16040179342948047,75,9673
4,6,10,0.15994912502386924,80,9673
4,6,11,0.15902116693439944,85,9673
4,6,12,0.15888148585119308,90,9673
4,6,13,0.15810158613299752,95,9673
4,6,14,0.15796870171990518,100,9673
4,6,15,0.15743082656756688,105,9673
4,7,1,0.5169388604127425,40,9673
4,7,2,0.293552951305658,45,9673
4,7,3,0.24886194370355294,50,9673
4,7,4,0.1779494463317609,55,9673
4,7,5,0.16272768242477334,60,9673
4,7,6,0.16118124733010714,65,9673
4,7,7,0.1593823502714637,70,9673
4,7,8,0.15885762918021334,75,9673
4,7,9,0.1585965867168225,80,9673
4,7,10,0.15821619594293346,85,9673
4,7,11,0.15717528538879244,90,9673
4,7,12,0.15695116850602023,95,9673
4,7,13,0.15604372248241172,100,9673
4,7,14,0.1559296813406492,105,9673
4,7,15,0.15527361117083888,110,9673
4,8,1,0.5168600558534713,45,9673
4,8,2,0.2933038987260999,50,9673
4,8,3,0.24852955908197893,55,9673
4,8,4,0.17722838769022664,60,9673
4,8,5,0.1622114562955902,65,9673
4,8,6,0.1606226361906634,70,9673
4,8,7,0.15879844212607638,75,9673
4,8,8,0.1583122950091766,80,9673
4,8,9,0.15808202000475385,85,9673
4,8,10,0.15767218599114224,90,9673
4,8,11,0.15669089626425925,95,9673
4,8,12,0.15644335578650537,100,9673
4,8,13,0.15558107133626586,105,9673
4,8,14,0.1554741882150001,110,9673
4,8,15,0.1548142862843585,115,9673
4,9,1,0.5165447929538363,50,9673
4,9,2,0.2931270869854229,55,9673
4,9,3,0.2482473889482056,60,9673
4,9,4,0.1767803922296373,65,9673
4,9,5,0.1617762870960649,70,9673
4,9,6,0.16029067589021487,75,9673
4,9,7,0.15855958798383954,80,9673
4,9,8,0.15809020945380373,85,9673
4,9,9,0.15783577908727583,90,9673
4,9,10,0.15740523172876658,95,9673
4,9,11,0.15637383108193004,100,9673
4,9,12,0.15610255783507562,105,9673
4,9,13,0.1552041981433087,110,9673
4,9,14,0.15505299938950423,115,9673
4,9,15,0.15440023438117018,120,9673
4,10,1,0.5154389280410934,55,9673
4,10,2,0.2925535400928494,60,9673
4,10,3,0.24750146769920892,65,9673
4,10,4,0.17564065233264167,70,9673
4,10,5,0.16099169375850259,75,9673
4,10,6,0.15966456030741114,80,9673
4,10,7,0.15799844977349364,85,9673
4,10,8,0.15749476859539088,90,9673
4,10,9,0.15721880858807571,95,9673
4,10,10,0.1566486573507475,100,9673
4,10,11,0.15550465482476525,105,9673
4,10,12,0.15524414126439506,110,9673
4,10,13,0.1543202394101147,115,9673
4,10,14,0.15412601618655822,120,9673
4,10,15,0.1534457389887719,125,9673
4,11,1,0.513470309749497,60,9673
4,11,2,0.2915256300265518,65,9673
4,11,3,0.24647597817778122,70,9673
4,11,4,0.17442091630082804,75,9673
4,11,5,0.16001458678732308,80,9673
4,11,6,0.15863493417155317,85,9673
4,11,7,0.156870593512444,90,9673
4,11,8,0.15640507751176247,95,9673
4,11,9,0.15604406465598597,100,9673
4,11,10,0.15534682603660477,105,9673
4,11,11,0.15417801090357452,110,9673
4,11,12,0.15392087313089048,115,9673
4,11,13,0.15298361216710935,120,9673
4,11,14,0.15277566144179008,125,9673
4,11,15,0.15203406327803656,130,9673
4,12,1,0.5123074012992319,65,9673
4,12,2,0.2913579724489156,70,9673
4,12,3,0.2463895903562443,75,9673
4,12,4,0.17430879953213108,80,9673
4,12,5,0.1598158474256252,85,9673
4,12,6,0.15848630617065632,90,9673
4,12,7,0.1566422257767736,95,9673
4,12,8,0.15614694088359418,100,9673
4,12,9,0.15577195753535383,105,9673
4,12,10,0.15508914531937848,110,9673
4,12,11,0.1539085314131515,115,9673
4,12,12,0.15363735127057918,120,9673
4,12,13,0.1526797086937461,125,9673
4,12,14,0.15247044249391917,130,9673
4,12,15,0.15172480136917357,135,9673
4,13,1,0.5120235298674569,70,9673
4,13,2,0.29044919510494444,75,9673
4,13,3,0.24545138544334769,80,9673
4,13,4,0.17367517801323415,85,9673
4,13,5,0.15929851852358665,90,9673
4,13,6,0.1578960858512392,95,9673
4,13,7,0.1558970212369594,100,9673
4,13,8,0.15544018009539495,105,9673
4,13,9,0.15503836449176275,110,9673
4,13,10,0.15431631025710632,115,9673
4,13,11,0.15313383062940142,120,9673
4,13,12,0.15284824254475934,125,9673
4,13,13,0.15185302266231712,130,9673
4,13,14,0.15165313839259723,135,9673
4,13,15,0.15087651327518997,140,9673
4,14,1,0.5118357804351177,75,9673
4,14,2,0.28995509688189286,80,9673
4,14,3,0.2450790470775069,85,9673
4,14,4,0.17352865606147572,90,9673
4,14,5,0.1591625548469019,95,9673
4,14,6,0.15768492413276058,100,9673
4,14,7,0.15569241379791599,105,9673
4,14,8,0.1552403641847444,110,9673
4,14,9,0.154810616572973,115,9673
4,14,10,0.15406943331850276,120,9673
4,14,11,0.1528490978530955,125,9673
4,14,12,0.1525678144760166,130,9673
4,14,13,0.15154603769482194,135,9673
4,14,14,0.15131510130875517,140,9673
4,14,15,0.15054356561479404,145,9673
4,15,1,0.5117732122066,80,9673
4,15,2,0.28937501668039206,85,9673
4,15,3,0.24464116931478805,90,9673
4,15,4,0.17333094500531487,95,9673
4,15,5,0.1587098747024855,100,9673
4,15,6,0.15719336650335375,105,9673
4,15,7,0.1550858858231141,110,9673
4,15,8,0.15463481968906684,115,9673
4,15,9,0.15418969049114134,120,9673
4,15,10,0.15341443404101254,125,9673
4,15,11,0.15216701983219255,130,9673
4,15,12,0.15188180032437085,135,9673
4,15,13,0.1508439770908394,140,9673
4,15,14,0.15061462597237105,145,9673
4,15,15,0.14985769268506738,150,9673
5,1,1,0.9493909093432147,12,9672
5,1,2,0.6790137658105599,18,9672
5,1,3,0.5029838574306938,24,9672
5,1,4,0.4585892432334946,30,9672
5,1,5,0.4481125726874107,36,9672
5,1,6,0.4475952516027233,42,9672
5,1,7,0.4473844666782757,48,9672
5,1,8,0.4470958284979203,54,9672
5,1,9,0.4466321230298471,60,9672
5,1,10,0.444703776374022,66,9672
5,1,11,0.4419410765978218,72,9672
5,1,12,0.4403154171621583,78,9672
5,1,13,0.44018281991441865,84,9672
5,1,14,0.44003637385299044,90,9672
5,1,15,0.4400180068326554,96,9672
5,2,1,0.680720412457871,18,9672
5,2,2,0.3886407072566537,24,9672
5,2,3,0.35312806649333295,30,9672
5,2,4,0.2964762316078529,36,9672
5,2,5,0.2844532807395098,42,9672
5,2,6,0.28295767992849064,48,9672
5,2,7,0.2821962547236936,54,9672
5,2,8,0.28169842082064855,60,9672
5,2,9,0.2814274572706494,66,9672
5,2,10,0.2809444549911109,72,9672
5,2,11,0.28004187455949603,78,9672
5,2,12,0.27991032401440424,84,9672
5,2,13,0.27902565346052266,90,9672
5,2,14,0.27847944873531993,96,9672
5,2,15,0.27825985122768443,102,9672
5,3,1,0.5070000599712927,24,9672
5,3,2,0.3538703963273672,30,9672
5,3,3,0.31624605749871215,36,9672
5,3,4,0.2545790561743632,42,9672
5,3,5,0.245322057816676,48,9672
5,3,6,0.2436429806542435,54,9672
5,3,7,0.2428414539292901,60,9672
5,3,8,0.24232996781721675,66,9672
5,3,9,0.24192238324255758,72,9672
5,3,10,0.2412162562198003,78,9672
5,3,11,0.2402816934659013,84,9672
5,3,12,0.24014059455137396,90,9672
5,3,13,0.23945132027664223,96,9672
5,3,14,0.23911633127849438,102,9672
5,3,15,0.23892105051838705,108,9672
5,4,1,0.460029249162236,30,9672
5,4,2,0.2977562559104978,36,9672
5,4,3,0.2557232826410569,42,9672
5,4,4,0.1898547310335329,48,9672
5,4,5,0.17350324460345568,54,9672
5,4,6,0.16891263811305054,60,9672
5,4,7,0.16733043322142835,66,9672
5,4,8,0.1653929796611296,72,9672
5,4,9,0.164439442889068,78,9672
5,4,10,0.1632757549265654,84,9672
5,4,11,0.16186008378929953,90,9672
5,4,12,0.1617059534195186,96,9672
5,4,13,0.16097778201480428,102,9672
5,4,14,0.16048748851500466,108,9672
5,4,15,0.16034894287457993,114,9672
5,5,1,0.4492510556122236,36,9672
5,5,2,0.2862132538957066,42,9672
5,5,3,0.24638080220262007,48,9672
5,5,4,0.17338276970026015,54,9672
5,5,5,0.1543407526986425,60,9672
5,5,6,0.15051201132573058,66,9672
5,5,7,0.14909563997227315,72,9672
5,5,8,0.14814100270695013,78,9672
5,5,9,0.1472466721014972,84,9672
5,5,10,0.1465264843774333,90,9672
5,5,11,0.14499698366508476,96,9672
5,5,12,0.1448290412992949,102,9672
5,5,13,0.1439779581610937,108,9672
5,5,14,0.14360140502892593,114,9672
5,5,15,0.14344910778561124,120,9672
5,6,1,0.44869016093379693,42,9672
5,6,2,0.28455517988617396,48,9672
5,6,3,0.24441162167572167,54,9672
5,6,4,0.1685167364575172,60,9672
5,6,5,0.15006012187423265,66,9672
5,6,6,0.14694340814929113,72,9672
5,6,7,0.14595845834256785,78,9672
5,6,8,0.14504107938905686,84,9672
5,6,9,0.14432218932425148,90,9672
5,6,10,0.14377147428934794,96,9672
5,6,11,0.1422053534490029,102,9672
5,6,12,0.14206644415670733,108,9672
5,6,13,0.14119420612598038,114,9672
5,6,14,0.14077325891783302,120,9672
5,6,15,0.1406179597076416,126,9672
5,7,1,0.44838677091350104,48,9672
5,7,2,0.28379920461762975,54,9672
5,7,3,0.2434557012989974,60,9672
5,7,4,0.16720679885300183,66,9672
5,7,5,0.14851805778850843,72,9672
5,7,6,0.14586029140472975,78,9672
5,7,7,0.14488986035695334,84,9672
5,7,8,0.14408481127796305,90,9672
5,7,9,0.1433736111549247,96,9672
5,7,10,0.14282208833737214,102,9672
5,7,11,0.14125235191295388,108,9672
5,7,12,0.14109589874648912,114,9672
5,7,13,0.14023607606951355,120,9672
5,7,14,0.13982782901508944,126,9672
5,7,15,0.13967011009776384,132,9672
5,8,1,0.4482962701072451,54,9672
5,8,2,0.2834720168963413,60,9672
5,8,3,0.2431064782671943,66,9672
5,8,4,0.1653013686647923,72,9672
5,8,5,0.1475912907615769,78,9672
5,8,6,0.14493200379452914,84,9672
5,8,7,0.14413563970157428,90,9672
5,8,8,0.1431679176165903,96,9672
5,8,9,0.14233725173524456,102,9672
5,8,10,0.1417665864687243,108,9672
5,8,11,0.14024273450711333,114,9672
5,8,12,0.14008934134401607,120,9672
5,8,13,0.13922190169328658,126,9672
5,8,14,0.1388072008768783,132,9672
5,8,15,0.13864956894610478,138,9672
5,9,1,0.4479213475252827,60,9672
5,9,2,0.2832190711621229,66,9672
5,9,3,0.24276264485526558,72,9672
5,9,4,0.1645522694954364,78,9672
5,9,5,0.1469604505981446,84,9672
5,9,6,0.14438220686603676,90,9672
5,9,7,0.14357374404604303,96,9672
5,9,8,0.14253781527026474,102,9672
5,9,9,0.14175578593911226,108,9672
5,9,10,0.1411146356759625,114,9672
5,9,11,0.13956685837575322,120,9672
5,9,12,0.13938132241864032,126,9672
5,9,13,0.13851071274042165,132,9672
5,9,14,0.13804789755666508,138,9672
5,9,15,0.13787859785228812,144,9672
5,10,1,0.4454052196862985,66,9672
5,10,2,0.282453902237483,72,9672
5,10,3,0.24182756325687835,78,9672
5,10,4,0.16324700123219862,84,9672
5,10,5,0.14595744430923152,90,9672
5,10,6,0.143598139941749,96,9672
5,10,7,0.1427987783778309,102,9672
5,10,8,0.14175902784476876,108,9672
5,10,9,0.1409085820101983,114,9672
5,10,10,0.14010347557609504,120,9672
5,10,11,0.13841787869282296,126,9672
5,10,12,0.13824201456972243,132,9672
5,10,13,0.13738539520827178,138,9672
5,10,14,0.13687468630042432,144,9672
5,10,15,0.13671534702349294,150,9672
5,11,1,0.4422055244491409,72,9672
5,11,2,0.28127248390954446,78,9672
5,11,3,0.24061742492685803,84,9672
5,11,4,0.16178779843702412,90,9672
5,11,5,0.14434148711995645,96,9672
5,11,6,0.14193733273830614,102,9672
5,11,7,0.14111062981539108,108,9672
5,11,8,0.14011337944255364,114,9672
5,11,9,0.13918515583835683,120,9672
5,11,10,0.13826412662217108,126,9672
5,11,11,0.1365656957606597,132,9672
5,11,12,0.13637273147404746,138,9672
5,11,13,0.1354991257409854,144,9672
5,11,14,0.13496222890533055,150,9672
5,11,15,0.13479778580949175,156,9672
5,12,1,0.44093089370974026,78,9672
5,12,2,0.28110331027122704,84,9672
5,12,3,0.24049526139902283,90,9672
5,12,4,0.16166333832473795,96,9672
5,12,5,0.1441568237887826,102,9672
5,12,6,0.14178297648320434,108,9672
5,12,7,0.14093149636397764,114,9672
5,12,8,0.13993440385289094,120,9672
5,12,9,0.13897535716824874,126,9672
5,12,10,0.1380864822816809,132,9672
5,12,11,0.13636621330468554,138,9672
5,12,12,0.1361576310088805,144,9672
5,12,13,0.13525667994266263,150,9672
5,12,14,0.13473782155421404,156,9672
5,12,15,0.13456385749267263,162,9672
5,13,1,0.44080557112865165,84,9672
5,13,2,0.2803349535916909,90,9672
5,13,3,0.23974617831546938,96,9672
5,13,4,0.1611910390480887,102,9672
5,13,5,0.1435548608913903,108,9672
5,13,6,0.14114693489372193,114,9672
5,13,7,0.14028144443170992,120,9672
5,13,8,0.1392781275278775,126,9672
5,13,9,0.13830820015202044,132,9672
5,13,10,0.137434250530389,138,9672
5,13,11,0.1357165740245306,144,9672
5,13,12,0.13548009206781977,150,9672
5,13,13,0.13457012979825475,156,9672
5,13,14,0.13404251327038819,162,9672
5,13,15,0.13388821358299172,168,9672
5,14,1,0.4406904400002588,90,9672
5,14,2,0.2798472216562485,96,9672
5,14,3,0.23953465279841143,102,9672
5,14,4,0.1607113974270155,108,9672
5,14,5,0.14307588341223174,114,9672
5,14,6,0.14060982692410673,120,9672
5,14,7,0.13974424437789937,126,9672
5,14,8,0.13874094738073225,132,9672
5,14,9,0.1377494011635428,138,9672
5,14,10,0.1368805486196388,144,9672
5,14,11,0.1351294146138128,150,9672
5,14,12,0.1349090756473535,156,9672
5,14,13,0.13396456056865078,162,9672
5,14,14,0.13340365179821928,168,9672
5,14,15,0.13325519761435184,174,9672
5,15,1,0.44074443749245884,96,9672
5,15,2,0.27967421948828397,102,9672
5,15,3,0.23938010467405796,108,9672
5,15,4,0.16055899548400268,114,9672
5,15,5,0.14292256823748167,120,9672
5,15,6,0.14045724803320142,126,9672
5,15,7,0.13959174582128325,132,9672
5,15,8,0.13857718401839417,138,9672
5,15,9,0.13754757164704925,144,9672
5,15,10,0.13667158222375733,150,9672
5,15,11,0.13493841601188636,156,9672
5,15,12,0.13470931602366176,162,9672
5,15,13,0.13379316962113327,168,9672
5,15,14,0.1332272633363776,174,9672
5,15,15,0.1330791498396738,180,9672
6,1,1,0.9495573789144431,14,9671
6,1,2,0.6618981974247956,21,9671
6,1,3,0.4892128687938417,28,9671
6,1,4,0.44621771231904944,35,9671
6,1,5,0.43612496656915034,42,9671
6,1,6,0.4353028984157764,49,9671
6,1,7,0.43498173075680435,56,9671
6,1,8,0.4346504503782574,63,9671
6,1,9,0.4339094787686255,70,9671
6,1,10,0.4309360306871194,77,9671
6,1,11,0.4274669626030756,84,9671
6,1,12,0.4253933641732847,91,9671
6,1,13,0.42500416767177057,98,9671
6,1,14,0.42473022772305935,105,9671
6,1,15,0.424660499871092,112,9671
6,2,1,0.6632803860746384,21,9671
6,2,2,0.387796703898771,28,9671
6,2,3,0.3500206210974286,35,9671
6,2,4,0.2933337016650792,42,9671
6,2,5,0.2799508767935329,49,9671
6,2,6,0.2780267436190715,56,9671
6,2,7,0.2773302984584056,63,9671
6,2,8,0.2764741490988004,70,9671
6,2,9,0.27599258977849855,77,9671
6,2,10,0.2756420627742382,84,9671
6,2,11,0.27496176831354974,91,9671
6,2,12,0.2748341371145106,98,9671
6,2,13,0.2738894444964914,105,9671
6,2,14,0.2728565684198026,112,9671
6,2,15,0.2726761067662551,119,9671
6,3,1,0.4942672014776634,28,9671
6,3,2,0.35084035928452106,35,9671
6,3,3,0.3105423613814551,42,9671
6,3,4,0.2541382544064142,49,9671
6,3,5,0.24038683452633544,56,9671
6,3,6,0.2383347661964384,63,9671
6,3,7,0.23743322180787352,70,9671
6,3,8,0.23653453110463513,77,9671
6,3,9,0.23582390724277327,84,9671
6,3,10,0.23534376890445688,91,9671
6,3,11,0.23475533496009732,98,9671
6,3,12,0.23466237220007935,105,9671
6,3,13,0.23370798590288377,112,9671
6,3,14,0.23309286310059052,119,9671
6,3,15,0.2328680885102568,126,9671
6,4,1,0.4478980693857547,35,9671
6,4,2,0.29491266729939636,42,9671
6,4,3,0.25537024698439625,49,9671
6,4,4,0.18848626955739511,56,9671
6,4,5,0.16390788944200974,63,9671
6,4,6,0.16021886481946118,70,9671
6,4,7,0.15795563637114501,77,9671
6,4,8,0.15589000120012658,84,9671
6,4,9,0.1540796122138019,91,9671
6,4,10,0.15354224982603812,98,9671
6,4,11,0.15280244756785294,105,9671
6,4,12,0.15262468901874274,112,9671
6,4,13,0.15140995396849238,119,9671
6,4,14,0.15068185573286538,126,9671
6,4,15,0.15027126925781803,133,9671
6,5,1,0.4376342176393343,42,9671
6,5,2,0.2816401206123596,49,9671
6,5,3,0.24129703539394087,56,9671
6,5,4,0.16407428675044844,63,9671
6,5,5,0.14053383002122383,70,9671
6,5,6,0.13662072056029798,77,9671
6,5,7,0.13534943896683238,84,9671
6,5,8,0.13399169679407175,91,9671
6,5,9,0.1325987909436415,98,9671
6,5,10,0.1322207829083736,105,9671
6,5,11,0.13153038433035355,112,9671
6,5,12,0.13138568029926845,119,9671
6,5,13,0.13019484241861773,126,9671
6,5,14,0.12959079828243286,133,9671
6,5,15,0.12920838171395363,140,9671
6,6,1,0.43679259355767974,49,9671
6,6,2,0.27952511081414533,56,9671
6,6,3,0.2390816226759892,63,9671
6,6,4,0.16007464871634283,70,9671
6,6,5,0.1361153606649013,77,9671
6,6,6,0.13320445638937092,84,9671
6,6,7,0.1319822070636587,91,9671
6,6,8,0.1308338657085448,98,9671
6,6,9,0.1296658278553538,105,9671
6,6,10,0.12927552560903208,112,9671
6,6,11,0.12854333906602008,119,9671
6,6,12,0.1283763133573357,126,9671
6,6,13,0.12724223688197908,133,9671
6,6,14,0.12664343913050063,140,9671
6,6,15,0.12629495791624096,147,9671
6,7,1,0.43629628222858663,56,9671
6,7,2,0.2788528352346105,63,9671
6,7,3,0.2381382529001331,70,9671
6,7,4,0.15764852145167088,77,9671
6,7,5,0.13460054719696482,84,9671
6,7,6,0.13170162201807342,91,9671
6,7,7,0.13050398912975802,98,9671
6,7,8,0.1293431215560191,105,9671
6,7,9,0.1281401313567487,112,9671
6,7,10,0.1277292230159572,119,9671
6,7,11,0.12705839761266377,126,9671
6,7,12,0.12690790135366856,133,9671
6,7,13,0.12580394060828495,140,9671
6,7,14,0.12520818099591288,147,9671
6,7,15,0.12486747454541644,154,9671
6,8,1,0.4361977139891224,63,9671
6,8,2,0.27818442501025575,70,9671
6,8,3,0.23740776248903517,77,9671
6,8,4,0.15542436977423094,84,9671
6,8,5,0.1333690433282497,91,9671
6,8,6,0.13067436107334024,98,9671
6,8,7,0.12947030790057096,105,9671
6,8,8,0.1281870671512901,112,9671
6,8,9,0.12701489234369306,119,9671
6,8,10,0.12656526729431228,126,9671
6,8,11,0.12590517229211504,133,9671
6,8,12,0.1256959821043087,140,9671
6,8,13,0.12456535655335106,147,9671
6,8,14,0.12395761368098362,154,9671
6,8,15,0.1236119117110328,161,9671
6,9,1,0.4354851009028622,70,9671
6,9,2,0.27768278841342037,77,9671
6,9,3,0.23685046166996623,84,9671
6,9,4,0.15396080252995412,91,9671
6,9,5,0.13194182781482097,98,9671
6,9,6,0.12937139270609055,105,9671
6,9,7,0.12814675037034393,112,9671
6,9,8,0.12698935563244554,119,9671
6,9,9,0.12590833707441906,126,9671
6,9,10,0.12541940954842543,133,9671
6,9,11,0.12473949207190532,140,9671
6,9,12,0.12452774096006333,147,9671
6,9,13,0.12340182965026604,154,9671
6,9,14,0.12285925299486147,161,9671
6,9,15,0.12246567805983347,168,9671
6,10,1,0.4315184876858204,77,9671
6,10,2,0.2773143536213783,84,9671
6,10,3,0.23643821611481944,91,9671
6,10,4,0.15332840346986767,98,9671
6,10,5,0.13141992820827014,105,9671
6,10,6,0.1288832587676536,112,9671
6,10,7,0.12766835075574956,119,9671
6,10,8,0.12646631815561446,126,9671
6,10,9,0.12534365704911893,133,9671
6,10,10,0.12474058588237247,140,9671
6,10,11,0.12395989051065781,147,9671
6,10,12,0.12377701573739454,154,9671
6,10,13,0.122660555300531,161,9671
6,10,14,0.12211829815704102,168,9671
6,10,15,0.12172545091337468,175,9671
6,11,1,0.4273189458463128,84,9671
6,11,2,0.27625944427880006,91,9671
6,11,3,0.23544839758891348,98,9671
6,11,4,0.1527033956513115,105,9671
6,11,5,0.13073465164393924,112,9671
6,11,6,0.12813600015271628,119,9671
6,11,7,0.12691483965848863,126,9671
6,11,8,0.12573310169618682,133,9671
6,11,9,0.12456280308500835,140,9671
6,11,10,0.12386356214312634,147,9671
6,11,11,0.12306652575886962,154,9671
6,11,12,0.12286914898387001,161,9671
6,11,13,0.12172239270883513,168,9671
6,11,14,0.12113576416468841,175,9671
6,11,15,0.12075217095613791,182,9671
6,12,1,0.4258494803005294,91,9671
6,12,2,0.2760525406225088,98,9671
6,12,3,0.23537608919602693,105,9671
6,12,4,0.15259678658211046,112,9671
6,12,5,0.1305359561375539,119,9671
6,12,6,0.12794528786070172,126,9671
6,12,7,0.12677028439010768,133,9671
6,12,8,0.12554736293438837,140,9671
6,12,9,0.12433585466503615,147,9671
6,12,10,0.12366112522301084,154,9671
6,12,11,0.12284958079708895,161,9671
6,12,12,0.12263446243753344,168,9671
6,12,13,0.12148322093340193,175,9671
6,12,14,0.1208927226224559,182,9671
6,12,15,0.12061492218469819,189,9671
6,13,1,0.42543971368932204,98,9671
6,13,2,0.2754510515317351,105,9671
6,13,3,0.23452012350948745,112,9671
6,13,4,0.151822897284186,119,9671
6,13,5,0.12975626757166936,126,9671
6,13,6,0.12723339823012766,133,9671
6,13,7,0.1260770026240739,140,9671
6,13,8,0.12483242596892959,147,9671
6,13,9,0.12360016165386332,154,9671
6,13,10,0.12292880653165636,161,9671
6,13,11,0.12209863662412579,168,9671
6,13,12,0.12186698477706631,175,9671
6,13,13,0.12072936672396824,182,9671
6,13,14,0.12009988502655586,189,9671
6,13,15,0.11983113681602053,196,9671
6,14,1,0.42528404559425453,105,9671
6,14,2,0.27454381913830916,112,9671
6,14,3,0.2340837410235275,119,9671
6,14,4,0.15102898479391233,126,9671
6,14,5,0.12891266652833228,133,9671
6,14,6,0.12635490803393212,140,9671
6,14,7,0.1251840613062827,147,9671
6,14,8,0.12393595361764292,154,9671
6,14,9,0.12277266504638903,161,9671
6,14,10,0.12216513406987611,168,9671
6,14,11,0.12131051002131231,175,9671
6,14,12,0.12109376542966725,182,9671
6,14,13,0.1198883616459948,189,9671
6,14,14,0.11917188085859988,196,9671
6,14,15,0.11890195655380745,203,9671
6,15,1,0.42534257453041213,112,9671
6,15,2,0.27448127234116915,119,9671
6,15,3,0.23397408156829747,126,9671
6,15,4,0.15085947205891678,133,9671
6,15,5,0.12866018045463457,140,9671
6,15,6,0.12614442008050028,147,9671
6,15,7,0.12498949475966976,154,9671
6,15,8,0.12373020402860745,161,9671
6,15,9,0.12255477586367888,168,9671
6,15,10,0.1219382353476478,175,9671
6,15,11,0.12108587671467022,182,9671
6,15,12,0.12086611310908954,189,9671
6,15,13,0.11967325144833749,196,9671
6,15,14,0.11894703622457221,203,9671
6,15,15,0.118672655681929,210,9671
7,1,1,0.9495861424919758,16,9670
7,1,2,0.6444288876516499,24,9670
7,1,3,0.4846363703622967,32,9670
7,1,4,0.44384990716861167,40,9670
7,1,5,0.4338634178263752,48,9670
7,1,6,0.4330253765912576,56,9670
7,1,7,0.43258582785491634,64,9670
7,1,8,0.43216573601921565,72,9670
7,1,9,0.43154366235267144,80,9670
7,1,10,0.4286150818210636,88,9670
7,1,11,0.4251167799335827,96,9670
7,1,12,0.42301309755218347,104,9670
7,1,13,0.42262558607144,112,9670
7,1,14,0.4222847851595523,120,9670
7,1,15,0.4222422735924057,128,9670
7,2,1,0.645407456986247,24,9670
7,2,2,0.3856118374586573,32,9670
7,2,3,0.34723578800005594,40,9670
7,2,4,0.29035177397396117,48,9670
7,2,5,0.2770553854104833,56,9670
7,2,6,0.27467296263567936,64,9670
7,2,7,0.27384261904389445,72,9670
7,2,8,0.2722976508316614,80,9670
7,2,9,0.2717787430476989,88,9670
7,2,10,0.2714330539137854,96,9670
7,2,11,0.2707837294731567,104,9670
7,2,12,0.27050939725280343,112,9670
7,2,13,0.269792820226057,120,9670
7,2,14,0.26841996794755946,128,9670
7,2,15,0.26829341518831595,136,9670
7,3,1,0.4887707982426889,32,9670
7,3,2,0.34786371170951885,40,9670
7,3,3,0.3089735238711228,48,9670
7,3,4,0.25335511002552497,56,9670
7,3,5,0.23915389259582256,64,9670
7,3,6,0.23607182178183042,72,9670
7,3,7,0.2350699811801057,80,9670
7,3,8,0.2331873009857691,88,9670
7,3,9,0.2319227111097639,96,9670
7,3,10,0.23152352138772597,104,9670
7,3,11,0.23115664390578822,112,9670
7,3,12,0.23075176037248385,120,9670
7,3,13,0.22963092719429376,128,9670
7,3,14,0.22857709557191552,136,9670
7,3,15,0.2282817659754336,144,9670
