memory,r_deg,i_deg,score,n_coef,N
10,5,10,0.10905298022537228,165,9667
10,5,11,0.10877022790817235,176,9667
10,5,12,0.10798724581486488,187,9667
10,5,13,0.10734053161714356,198,9667
10,5,14,0.1064726211913399,209,9667
10,5,15,0.10641978974291447,220,9667
10,6,1,0.4128681685866248,77,9667
10,6,2,0.2597045713220559,88,9667
10,6,3,0.22843685821053344,99,9667
10,6,4,0.13772096354632404,110,9667
10,6,5,0.11465058578731595,121,9667
10,6,6,0.10949777136257478,132,9667
10,6,7,0.10756770253537955,143,9667
10,6,8,0.10648765877333592,154,9667
10,6,9,0.10557133016748234,165,9667
10,6,10,0.10431686825919084,176,9667
10,6,11,0.10402691475120344,187,9667
10,6,12,0.10318917124045504,198,9667
10,6,13,0.1025799139308693,209,9667
10,6,14,0.10183217628562215,220,9667
10,6,15,0.10177581238329184,231,9667
10,7,1,0.4115062471638335,88,9667
10,7,2,0.2574831789522872,99,9667
10,7,3,0.2257867580405349,110,9667
10,7,4,0.1343712874244703,121,9667
10,7,5,0.11168585996112189,132,9667
10,7,6,0.10721582078727061,143,9667
10,7,7,0.10517778660263151,154,9667
10,7,8,0.10432609417878629,165,9667
10,7,9,0.10335627800838311,176,9667
10,7,10,0.10208105976206416,187,9667
10,7,11,0.10175481833995619,198,9667
10,7,12,0.10098657906825663,209,9667
10,7,13,0.10037741603079338,220,9667
10,7,14,0.09964380065742444,231,9667
10,7,15,0.0996396408012124,242,9667
10,8,1,0.41063350064923926,99,9667
10,8,2,0.25593860060212237,110,9667
10,8,3,0.2216116911732116,121,9667
10,8,4,0.13190476405102988,132,9667
10,8,5,0.11031364287696156,143,9667
10,8,6,0.10622691448682996,154,9667
10,8,7,0.1042564930354875,165,9667
10,8,8,0.10326308049340256,176,9667
10,8,9,0.10220283325427254,187,9667
10,8,10,0.10087976852533231,198,9667
10,8,11,0.10067854752665022,209,9667
10,8,12,0.09984365140422435,220,9667
10,8,13,0.09930008579419249,231,9667
10,8,14,0.09861206507536174,242,9667
10,8,15,0.09861733794569726,253,9667
10,9,1,0.40878664559231326,110,9667
10,9,2,0.25537542395832274,121,9667
10,9,3,0.2205006181105506,132,9667
10,9,4,0.13090339816198318,143,9667
10,9,5,0.10931282488519381,154,9667
10,9,6,0.10517491288443845,165,9667
10,9,7,0.1031972978243255,176,9667
10,9,8,0.10215557429071392,187,9667
10,9,9,0.10117599656314052,198,9667
10,9,10,0.09987038421182864,209,9667
10,9,11,0.09963523465436987,220,9667
10,9,12,0.09879781019901596,231,9667
10,9,13,0.09825747057526689,242,9667
10,9,14,0.09769091241654261,253,9667
10,9,15,0.09768458685380199,264,9667
10,10,1,0.403042510714164,121,9667
10,10,2,0.25464132605127254,132,9667
10,10,3,0.21986337062624756,143,9667
10,10,4,0.12928028917419243,154,9667
10,10,5,0.107892080786668,165,9667
10,10,6,0.10382728596121135,176,9667
10,10,7,0.10180513913916256,187,9667
10,10,8,0.10073166198000087,198,9667
10,10,9,0.09979690513865903,209,9667
10,10,10,0.0983961254075698,220,9667
10,10,11,0.09804739078738922,231,9667
10,10,12,0.09736134033684846,242,9667
10,10,13,0.09683083956748738,253,9667
10,10,14,0.09632435648307013,264,9667
10,10,15,0.09629585502742173,275,9667
10,11,1,0.3989176736583499,132,9667
10,11,2,0.25394979990834116,143,9667
10,11,3,0.21927134019475034,154,9667
10,11,4,0.12903717459632383,165,9667
10,11,5,0.10759262928952597,176,9667
10,11,6,0.10346424387347207,187,9667
10,11,7,0.10144985230534219,198,9667
10,11,8,0.1005056921193535,209,9667
10,11,9,0.09954439889965437,220,9667
10,11,10,0.09804524506546577,231,9667
10,11,11,0.0976349502065941,242,9667
10,11,12,0.09687484705577214,253,9667
10,11,13,0.09633310646042458,264,9667
10,11,14,0.09585703795282842,275,9667
10,11,15,0.09582336022933644,286,9667
10,12,1,0.39748461193443757,143,9667
10,12,2,0.2536874219939203,154,9667
10,12,3,0.21889435234289545,165,9667
10,12,4,0.1282064751793417,176,9667
10,12,5,0.10693524474721841,187,9667
10,12,6,0.10277493586871045,198,9667
10,12,7,0.10080153717314473,209,9667
10,12,8,0.0997993900695681,220,9667
10,12,9,0.09881864760476913,231,9667
10,12,10,0.09743817325627059,242,9667
10,12,11,0.09698467120979486,253,9667
10,12,12,0.09628037576627832,264,9667
10,12,13,0.09573409143247792,275,9667
10,12,14,0.09527841806967786,286,9667
10,12,15,0.09523370951330824,297,9667
10,13,1,0.3959749033634259,154,9667
10,13,2,0.253359224474908,165,9667
10,13,3,0.21850987726874876,176,9667
10,13,4,0.12777288078633592,187,9667
10,13,5,0.10643277062077662,198,9667
10,13,6,0.10228193772380469,209,9667
10,13,7,0.10034928599249728,220,9667
10,13,8,0.09940271090138392,231,9667
10,13,9,0.09842990977298814,242,9667
10,13,10,0.09702423579837578,253,9667
10,13,11,0.09653360367725738,264,9667
10,13,12,0.09587839933407309,275,9667
10,13,13,0.09532744472313978,286,9667
10,13,14,0.09490076861906384,297,9667
10,13,15,0.09484932967332797,308,9667
10,14,1,0.3961804019933692,165,9667
10,14,2,0.2530196637974097,176,9667
10,14,3,0.21754844785077587,187,9667
10,14,4,0.1272573281741293,198,9667
10,14,5,0.10627454994714232,209,9667
10,14,6,0.10214072189946481,220,9667
10,14,7,0.10018920679008284,231,9667
10,14,8,0.09923627033817081,242,9667
10,14,9,0.09830612745007805,253,9667
10,14,10,0.09696596474967734,264,9667
10,14,11,0.09644719585238093,275,9667
10,14,12,0.09580819057799574,286,9667
10,14,13,0.09526522440430119,297,9667
10,14,14,0.0948221847047798,308,9667
10,14,15,0.09477153822122578,319,9667
10,15,1,0.3959657132680262,176,9667
10,15,2,0.25304943174145705,187,9667
10,15,3,0.21766136274643452,198,9667
10,15,4,0.12728394240842936,209,9667
10,15,5,0.10633986352713512,220,9667
10,15,6,0.10216808799904532,231,9667
10,15,7,0.1002447090443888,242,9667
10,15,8,0.09929436751243882,253,9667
10,15,9,0.0983541043742215,264,9667
10,15,10,0.09697243979302911,275,9667
10,15,11,0.09645159369634776,286,9667
10,15,12,0.09580518033405654,297,9667
10,15,13,0.09525751305578406,308,9667
10,15,14,0.09481164233215239,319,9667
10,15,15,0.09477197815987322,330,9667
